위도(x),경도(y),행정동,상태,원본 경로,예측 경로,점검일
37.501328,127.00905,반포4동,grid_cover,,,2025-06-14 02:01:02
37.501328,127.00905,반포4동,grid_0,,,2024-09-10 03:25:50
37.501328,127.00905,반포4동,grid_2,,,2025-09-03 00:14:41
37.501328,127.00905,반포4동,grid_cover,,,2025-09-06 06:15:26
37.501328,127.00905,반포4동,grid_1,,,2025-05-16 12:53:50
37.472553,126.983598,방배2동,grid_0,,,2025-01-17 18:44:15
37.472553,126.983598,방배2동,grid_cover,,,2025-01-14 17:56:08
37.472553,126.983598,방배2동,grid_cover,,,2025-07-13 04:57:21
37.472553,126.983598,방배2동,grid_cover,,,2025-03-30 08:14:51
37.472553,126.983598,방배2동,grid_2,,,2025-01-30 01:25:50
37.471457,127.037881,양재2동,grid_1,,,2024-12-17 21:18:23
37.471457,127.037881,양재2동,grid_0,,,2025-08-29 07:18:17
37.471457,127.037881,양재2동,grid_2,,,2025-03-07 08:07:17
37.471457,127.037881,양재2동,grid_0,,,2024-10-26 02:55:32
37.471457,127.037881,양재2동,grid_0,,,2025-08-29 01:00:15
37.455112,127.03771,양재2동,grid_0,,,2025-04-11 18:29:46
37.455112,127.03771,양재2동,grid_0,,,2024-09-22 16:31:52
37.455112,127.03771,양재2동,grid_0,,,2025-03-10 02:49:20
37.455112,127.03771,양재2동,grid_0,,,2025-04-04 13:28:18
37.455112,127.03771,양재2동,grid_0,,,2025-06-29 02:40:38
37.481688,127.027461,서초2동,grid_cover,,,2024-10-20 06:50:11
37.481688,127.027461,서초2동,grid_1,,,2024-11-10 03:35:51
37.481688,127.027461,서초2동,grid_2,,,2025-05-16 20:13:27
37.481688,127.027461,서초2동,grid_0,,,2025-05-04 02:23:02
37.481688,127.027461,서초2동,grid_0,,,2024-09-27 15:22:49
37.471532,127.017697,양재1동,grid_2,,,2025-01-26 00:25:36
37.471532,127.017697,양재1동,grid_1,,,2024-10-05 06:08:18
37.471532,127.017697,양재1동,grid_cover,,,2024-09-29 02:56:54
37.471532,127.017697,양재1동,grid_2,,,2025-03-21 01:46:02
37.471532,127.017697,양재1동,grid_0,,,2025-02-22 21:16:09
37.512394,126.988333,반포본동,grid_2,,,2025-02-07 13:23:32
37.512394,126.988333,반포본동,grid_cover,,,2025-07-29 14:05:06
37.512394,126.988333,반포본동,grid_1,,,2024-11-16 00:48:03
37.512394,126.988333,반포본동,grid_0,,,2025-05-22 04:28:52
37.512394,126.988333,반포본동,grid_0,,,2025-01-29 02:09:55
37.506907,127.014919,반포1동,grid_1,,,2025-04-08 05:38:31
37.506907,127.014919,반포1동,grid_1,,,2024-09-23 16:25:36
37.506907,127.014919,반포1동,grid_0,,,2025-06-16 08:20:07
37.506907,127.014919,반포1동,grid_0,,,2024-11-07 10:00:27
37.506907,127.014919,반포1동,grid_0,,,2024-12-07 23:43:25
37.496439,127.028044,서초2동,grid_0,,,2024-12-06 12:01:21
37.496439,127.028044,서초2동,grid_2,,,2024-12-25 00:16:51
37.496439,127.028044,서초2동,grid_cover,,,2025-02-08 22:27:19
37.496439,127.028044,서초2동,grid_0,,,2025-07-11 15:50:24
37.496439,127.028044,서초2동,grid_cover,,,2024-11-17 22:17:22
37.487426,126.993698,방배1동,grid_0,,,2025-07-11 13:22:46
37.487426,126.993698,방배1동,grid_1,,,2025-05-29 19:24:30
37.487426,126.993698,방배1동,grid_1,,,2025-06-14 10:56:32
37.487426,126.993698,방배1동,grid_1,,,2024-12-18 04:05:58
37.487426,126.993698,방배1동,grid_1,,,2025-08-10 16:29:00
37.490949,126.985694,방배4동,grid_1,,,2024-11-13 16:24:22
37.490949,126.985694,방배4동,grid_cover,,,2025-03-13 15:36:08
37.490949,126.985694,방배4동,grid_0,,,2025-06-19 20:14:06
37.490949,126.985694,방배4동,grid_0,,,2025-06-29 21:47:37
37.490949,126.985694,방배4동,grid_0,,,2024-09-11 20:08:45
37.501438,126.997384,반포2동,grid_1,,,2025-03-10 19:10:46
37.501438,126.997384,반포2동,grid_2,,,2025-08-01 07:47:00
37.501438,126.997384,반포2동,grid_0,,,2025-03-12 15:08:48
37.501438,126.997384,반포2동,grid_0,,,2025-05-25 10:09:51
37.501438,126.997384,반포2동,grid_cover,,,2024-12-07 23:24:36
37.483479,127.009445,서초3동,grid_2,,,2025-02-14 17:28:06
37.483479,127.009445,서초3동,grid_0,,,2025-04-01 23:52:55
37.483479,127.009445,서초3동,grid_1,,,2025-07-20 10:01:31
37.483479,127.009445,서초3동,grid_0,,,2025-05-16 12:21:36
37.483479,127.009445,서초3동,grid_0,,,2024-10-19 16:44:25
37.460944,127.055101,내곡동,grid_cover,,,2025-05-22 17:16:46
37.460944,127.055101,내곡동,grid_1,,,2025-06-05 20:33:20
37.460944,127.055101,내곡동,grid_0,,,2025-01-08 03:15:45
37.460944,127.055101,내곡동,grid_0,,,2025-01-14 22:11:11
37.460944,127.055101,내곡동,grid_0,,,2025-01-14 20:13:30
37.485036,126.988796,방배2동,grid_2,,,2025-04-29 10:31:52
37.485036,126.988796,방배2동,grid_1,,,2025-01-29 09:57:20
37.485036,126.988796,방배2동,grid_0,,,2024-11-08 22:13:58
37.485036,126.988796,방배2동,grid_0,,,2025-05-22 09:41:01
37.485036,126.988796,방배2동,grid_2,,,2025-08-26 14:19:09
37.490721,127.008166,서초3동,grid_cover,,,2025-03-08 11:57:17
37.490721,127.008166,서초3동,grid_0,,,2025-03-23 18:01:46
37.490721,127.008166,서초3동,grid_cover,,,2025-07-12 00:40:34
37.490721,127.008166,서초3동,grid_2,,,2025-08-10 23:10:35
37.490721,127.008166,서초3동,grid_0,,,2024-10-19 02:26:56
37.453744,127.049344,양재2동,grid_cover,,,2025-05-08 06:16:42
37.453744,127.049344,양재2동,grid_cover,,,2025-04-25 17:54:43
37.453744,127.049344,양재2동,grid_cover,,,2025-02-05 21:37:09
37.453744,127.049344,양재2동,grid_0,,,2024-09-01 08:18:26
37.453744,127.049344,양재2동,grid_0,,,2024-11-19 21:40:07
37.497305,127.024665,서초4동,grid_0,,,2025-06-10 01:50:59
37.497305,127.024665,서초4동,grid_cover,,,2025-03-14 05:05:35
37.497305,127.024665,서초4동,grid_cover,,,2024-10-20 06:48:14
37.497305,127.024665,서초4동,grid_0,,,2025-05-07 11:35:35
37.497305,127.024665,서초4동,grid_2,,,2025-05-07 19:19:07
37.479296,127.015085,서초3동,grid_1,,,2025-05-10 12:40:50
37.479296,127.015085,서초3동,grid_0,,,2025-07-11 01:26:48
37.479296,127.015085,서초3동,grid_1,,,2025-01-16 04:04:10
37.479296,127.015085,서초3동,grid_0,,,2025-07-12 16:58:01
37.479296,127.015085,서초3동,grid_1,,,2025-06-24 19:04:27
37.462544,127.015323,양재1동,grid_0,,,2025-05-06 10:41:41
37.462544,127.015323,양재1동,grid_0,,,2024-10-13 04:53:06
37.462544,127.015323,양재1동,grid_2,,,2024-09-28 08:49:12
37.462544,127.015323,양재1동,grid_1,,,2024-12-10 05:04:57
37.462544,127.015323,양재1동,grid_0,,,2025-04-04 11:42:48
37.454345,127.049397,양재2동,grid_0,,,2025-04-07 12:24:03
37.454345,127.049397,양재2동,grid_cover,,,2024-11-24 11:43:19
37.454345,127.049397,양재2동,grid_cover,,,2025-05-23 11:14:22
37.454345,127.049397,양재2동,grid_cover,,,2025-02-03 00:22:56
37.454345,127.049397,양재2동,grid_cover,,,2024-12-28 06:15:30
37.47346,127.036423,양재2동,grid_cover,,,2025-07-04 13:09:16
37.47346,127.036423,양재2동,grid_1,,,2025-02-14 17:55:24
37.47346,127.036423,양재2동,grid_2,,,2024-09-03 08:19:28
37.47346,127.036423,양재2동,grid_0,,,2025-05-01 11:04:17
37.47346,127.036423,양재2동,grid_1,,,2024-12-29 03:39:26
37.464497,126.989177,방배2동,grid_0,,,2025-04-05 08:18:43
37.464497,126.989177,방배2동,grid_cover,,,2025-03-30 21:50:17
37.464497,126.989177,방배2동,grid_cover,,,2025-01-21 12:28:30
37.464497,126.989177,방배2동,grid_2,,,2025-01-21 11:00:01
37.464497,126.989177,방배2동,grid_cover,,,2025-01-05 13:07:14
37.499099,127.008668,반포4동,grid_0,,,2024-10-13 01:58:46
37.499099,127.008668,반포4동,grid_2,,,2024-11-02 11:12:34
37.499099,127.008668,반포4동,grid_0,,,2025-06-07 01:00:01
37.499099,127.008668,반포4동,grid_cover,,,2025-08-01 00:47:50
37.499099,127.008668,반포4동,grid_0,,,2025-02-07 13:15:45
37.465148,127.004724,양재1동,grid_0,,,2024-11-15 05:37:14
37.465148,127.004724,양재1동,grid_1,,,2024-11-04 19:34:06
37.465148,127.004724,양재1동,grid_cover,,,2024-12-25 07:19:25
37.465148,127.004724,양재1동,grid_0,,,2025-06-27 07:03:29
37.465148,127.004724,양재1동,grid_cover,,,2024-12-13 22:55:49
37.464276,127.027296,양재1동,grid_cover,,,2025-08-27 10:40:14
37.464276,127.027296,양재1동,grid_1,,,2025-07-22 18:01:19
37.464276,127.027296,양재1동,grid_2,,,2025-06-22 15:54:55
37.464276,127.027296,양재1동,grid_2,,,2025-03-10 16:24:00
37.464276,127.027296,양재1동,grid_0,,,2025-07-01 20:53:04
37.47776,127.027412,양재1동,grid_2,,,2025-02-17 07:27:21
37.47776,127.027412,양재1동,grid_0,,,2025-08-31 03:44:09
37.47776,127.027412,양재1동,grid_1,,,2024-10-07 22:42:48
37.47776,127.027412,양재1동,grid_cover,,,2025-08-02 01:15:21
37.47776,127.027412,양재1동,grid_0,,,2024-11-07 03:57:14
37.497512,127.021393,서초4동,grid_2,,,2025-03-26 15:01:11
37.497512,127.021393,서초4동,grid_0,,,2025-03-12 17:38:30
37.497512,127.021393,서초4동,grid_2,,,2024-09-19 11:17:11
37.497512,127.021393,서초4동,grid_0,,,2025-07-20 04:24:26
37.497512,127.021393,서초4동,grid_cover,,,2024-12-05 08:18:24
37.514407,127.016527,잠원동,grid_0,,,2025-08-28 22:41:59
37.514407,127.016527,잠원동,grid_cover,,,2025-04-09 20:29:04
37.514407,127.016527,잠원동,grid_0,,,2024-12-30 09:42:31
37.514407,127.016527,잠원동,grid_0,,,2025-07-26 10:32:00
37.514407,127.016527,잠원동,grid_0,,,2024-10-10 09:10:08
37.471473,127.012308,양재1동,grid_1,,,2025-04-11 06:29:54
37.471473,127.012308,양재1동,grid_cover,,,2025-08-22 23:21:34
37.471473,127.012308,양재1동,grid_cover,,,2025-08-25 17:52:28
37.471473,127.012308,양재1동,grid_cover,,,2025-01-18 00:00:06
37.471473,127.012308,양재1동,grid_2,,,2024-12-05 10:25:58
37.481982,126.985224,방배2동,grid_1,,,2024-09-04 04:23:21
37.481982,126.985224,방배2동,grid_0,,,2025-08-15 00:50:22
37.481982,126.985224,방배2동,grid_cover,,,2025-06-10 06:36:42
37.481982,126.985224,방배2동,grid_1,,,2025-06-11 16:42:55
37.481982,126.985224,방배2동,grid_cover,,,2025-07-27 16:21:47
37.466903,126.995278,방배2동,grid_1,,,2024-10-26 21:56:09
37.466903,126.995278,방배2동,grid_0,,,2025-02-28 05:44:11
37.466903,126.995278,방배2동,grid_0,,,2025-06-28 05:18:14
37.466903,126.995278,방배2동,grid_2,,,2024-09-06 22:02:16
37.466903,126.995278,방배2동,grid_2,,,2025-01-29 00:21:29
37.491132,127.024217,서초2동,grid_cover,,,2024-12-09 18:07:32
37.491132,127.024217,서초2동,grid_2,,,2025-06-11 16:00:37
37.491132,127.024217,서초2동,grid_2,,,2025-05-26 20:41:34
37.491132,127.024217,서초2동,grid_cover,,,2025-06-22 08:42:10
37.491132,127.024217,서초2동,grid_0,,,2025-08-24 02:16:57
37.5201,127.006594,잠원동,grid_1,,,2024-10-03 12:10:51
37.5201,127.006594,잠원동,grid_0,,,2025-05-18 22:24:26
37.5201,127.006594,잠원동,grid_cover,,,2025-01-04 00:22:29
37.5201,127.006594,잠원동,grid_2,,,2025-07-27 00:23:41
37.5201,127.006594,잠원동,grid_0,,,2025-02-28 03:11:21
37.515997,126.997358,반포3동,grid_0,,,2025-03-02 06:41:13
37.515997,126.997358,반포3동,grid_0,,,2025-06-30 09:36:32
37.515997,126.997358,반포3동,grid_0,,,2025-06-15 03:51:24
37.515997,126.997358,반포3동,grid_1,,,2024-12-31 11:34:59
37.515997,126.997358,반포3동,grid_0,,,2025-07-06 13:04:08
37.481514,126.994934,방배1동,grid_2,,,2024-10-28 22:41:56
37.481514,126.994934,방배1동,grid_0,,,2024-12-24 23:49:49
37.481514,126.994934,방배1동,grid_0,,,2025-05-20 05:46:53
37.481514,126.994934,방배1동,grid_1,,,2024-12-05 18:13:31
37.481514,126.994934,방배1동,grid_1,,,2025-06-21 21:10:29
37.49406,127.026948,서초2동,grid_2,,,2024-09-14 09:25:18
37.49406,127.026948,서초2동,grid_0,,,2025-05-25 09:12:30
37.49406,127.026948,서초2동,grid_2,,,2025-02-06 16:31:18
37.49406,127.026948,서초2동,grid_1,,,2025-04-18 21:34:51
37.49406,127.026948,서초2동,grid_0,,,2025-03-04 19:27:02
37.459911,127.050464,내곡동,grid_0,,,2025-03-03 01:45:38
37.459911,127.050464,내곡동,grid_cover,,,2024-10-11 13:19:39
37.459911,127.050464,내곡동,grid_2,,,2025-04-07 06:05:10
37.459911,127.050464,내곡동,grid_2,,,2025-05-04 02:57:56
37.459911,127.050464,내곡동,grid_2,,,2025-05-21 06:13:57
37.494034,127.026029,서초2동,grid_1,,,2025-07-30 06:52:48
37.494034,127.026029,서초2동,grid_1,,,2025-02-17 11:12:40
37.494034,127.026029,서초2동,grid_cover,,,2024-12-12 20:59:10
37.494034,127.026029,서초2동,grid_0,,,2025-07-10 05:52:00
37.494034,127.026029,서초2동,grid_1,,,2024-10-29 01:44:11
37.460572,127.055003,내곡동,grid_cover,,,2024-12-09 12:31:40
37.460572,127.055003,내곡동,grid_1,,,2025-02-03 11:26:39
37.460572,127.055003,내곡동,grid_1,,,2025-02-28 16:29:48
37.460572,127.055003,내곡동,grid_0,,,2025-05-08 15:54:38
37.460572,127.055003,내곡동,grid_2,,,2025-08-23 07:14:09
37.498961,127.020832,서초4동,grid_1,,,2024-09-09 23:34:51
37.498961,127.020832,서초4동,grid_2,,,2025-06-04 03:14:05
37.498961,127.020832,서초4동,grid_0,,,2025-08-01 05:33:23
37.498961,127.020832,서초4동,grid_0,,,2025-02-03 08:34:27
37.498961,127.020832,서초4동,grid_2,,,2025-04-30 10:36:11
37.471787,127.04187,양재2동,grid_1,,,2024-11-23 04:13:09
37.471787,127.04187,양재2동,grid_0,,,2025-01-16 08:04:33
37.471787,127.04187,양재2동,grid_0,,,2024-11-02 03:35:51
37.471787,127.04187,양재2동,grid_0,,,2025-04-27 20:27:41
37.471787,127.04187,양재2동,grid_0,,,2025-03-12 19:23:01
37.467714,127.056258,내곡동,grid_cover,,,2024-11-12 11:44:20
37.467714,127.056258,내곡동,grid_2,,,2025-06-11 07:19:51
37.467714,127.056258,내곡동,grid_0,,,2024-10-09 04:58:08
37.467714,127.056258,내곡동,grid_cover,,,2024-09-23 17:14:58
37.467714,127.056258,내곡동,grid_2,,,2025-04-24 22:01:31
37.456036,127.017542,양재1동,grid_1,,,2024-09-03 16:58:22
37.456036,127.017542,양재1동,grid_0,,,2025-04-02 22:17:45
37.456036,127.017542,양재1동,grid_0,,,2025-08-23 17:22:33
37.456036,127.017542,양재1동,grid_cover,,,2024-10-17 07:12:55
37.456036,127.017542,양재1동,grid_cover,,,2025-04-11 03:27:24
37.500039,127.017542,서초4동,grid_2,,,2025-07-30 05:03:44
37.500039,127.017542,서초4동,grid_1,,,2024-12-02 22:26:04
37.500039,127.017542,서초4동,grid_1,,,2025-07-02 23:18:26
37.500039,127.017542,서초4동,grid_1,,,2024-12-31 00:11:22
37.500039,127.017542,서초4동,grid_cover,,,2025-05-18 16:06:54
37.472296,127.004887,방배3동,grid_0,,,2025-06-16 04:01:24
37.472296,127.004887,방배3동,grid_0,,,2025-04-14 15:52:44
37.472296,127.004887,방배3동,grid_0,,,2025-04-09 17:21:54
37.472296,127.004887,방배3동,grid_2,,,2025-07-06 16:18:43
37.472296,127.004887,방배3동,grid_0,,,2025-07-22 00:44:56
37.477582,127.032216,양재1동,grid_0,,,2024-11-26 08:46:47
37.477582,127.032216,양재1동,grid_0,,,2025-01-22 18:10:17
37.477582,127.032216,양재1동,grid_0,,,2025-03-04 04:09:54
37.477582,127.032216,양재1동,grid_0,,,2025-03-04 01:21:05
37.477582,127.032216,양재1동,grid_2,,,2025-02-13 22:24:07
37.460104,127.050165,내곡동,grid_cover,,,2025-08-19 08:15:45
37.460104,127.050165,내곡동,grid_0,,,2025-01-04 22:10:49
37.460104,127.050165,내곡동,grid_0,,,2024-10-10 21:42:09
37.460104,127.050165,내곡동,grid_0,,,2024-10-26 00:37:36
37.460104,127.050165,내곡동,grid_cover,,,2025-06-11 04:46:08
37.516363,127.007626,반포3동,grid_1,,,2025-01-23 09:02:04
37.516363,127.007626,반포3동,grid_0,,,2025-07-15 13:17:47
37.516363,127.007626,반포3동,grid_0,,,2025-02-24 17:49:50
37.516363,127.007626,반포3동,grid_0,,,2024-12-29 10:49:05
37.516363,127.007626,반포3동,grid_cover,,,2024-10-04 04:33:33
37.50458,127.009014,반포4동,grid_cover,,,2024-11-22 08:57:09
37.50458,127.009014,반포4동,grid_2,,,2025-04-10 21:40:36
37.50458,127.009014,반포4동,grid_2,,,2025-08-30 12:50:00
37.50458,127.009014,반포4동,grid_1,,,2025-06-18 04:40:26
37.50458,127.009014,반포4동,grid_0,,,2025-07-21 11:43:26
37.46785,127.008468,양재1동,grid_0,,,2025-01-26 14:54:49
37.46785,127.008468,양재1동,grid_1,,,2025-06-11 00:21:56
37.46785,127.008468,양재1동,grid_0,,,2024-11-07 14:38:10
37.46785,127.008468,양재1동,grid_0,,,2025-06-20 04:09:25
37.46785,127.008468,양재1동,grid_cover,,,2025-07-16 14:18:01
37.479964,127.007355,서초3동,grid_2,,,2024-11-12 23:50:27
37.479964,127.007355,서초3동,grid_1,,,2025-03-24 09:02:45
37.479964,127.007355,서초3동,grid_cover,,,2024-10-04 22:13:40
37.479964,127.007355,서초3동,grid_1,,,2025-06-13 15:48:18
37.479964,127.007355,서초3동,grid_0,,,2024-12-24 03:06:34
37.474577,127.043778,양재2동,grid_1,,,2025-05-21 20:15:55
37.474577,127.043778,양재2동,grid_0,,,2025-08-05 09:54:08
37.474577,127.043778,양재2동,grid_2,,,2024-12-04 18:50:26
37.474577,127.043778,양재2동,grid_0,,,2025-08-22 04:28:05
37.474577,127.043778,양재2동,grid_0,,,2024-12-23 07:24:17
37.479772,126.99787,방배3동,grid_cover,,,2025-05-12 05:52:21
37.479772,126.99787,방배3동,grid_0,,,2025-04-01 11:23:26
37.479772,126.99787,방배3동,grid_2,,,2025-07-27 02:11:08
37.479772,126.99787,방배3동,grid_2,,,2025-08-20 03:19:26
37.479772,126.99787,방배3동,grid_2,,,2025-02-17 05:04:36
37.472473,127.03801,양재2동,grid_0,,,2025-09-03 10:07:14
37.472473,127.03801,양재2동,grid_cover,,,2025-03-08 06:38:00
37.472473,127.03801,양재2동,grid_1,,,2025-06-30 10:54:31
37.472473,127.03801,양재2동,grid_1,,,2025-08-14 23:15:55
37.472473,127.03801,양재2동,grid_cover,,,2025-02-17 10:53:15
37.481561,127.003614,서초3동,grid_cover,,,2025-05-28 13:58:31
37.481561,127.003614,서초3동,grid_cover,,,2025-07-06 19:46:57
37.481561,127.003614,서초3동,grid_1,,,2025-03-11 12:39:09
37.481561,127.003614,서초3동,grid_cover,,,2025-08-19 20:33:58
37.481561,127.003614,서초3동,grid_1,,,2025-04-20 08:34:54
37.48189,127.019821,서초1동,grid_2,,,2024-09-06 11:54:20
37.48189,127.019821,서초1동,grid_2,,,2025-03-22 03:31:38
37.48189,127.019821,서초1동,grid_cover,,,2025-08-25 01:45:30
37.48189,127.019821,서초1동,grid_0,,,2025-05-27 18:25:41
37.48189,127.019821,서초1동,grid_cover,,,2025-07-15 10:37:35
37.467841,127.027304,양재1동,grid_0,,,2025-01-14 23:37:55
37.467841,127.027304,양재1동,grid_1,,,2025-07-31 08:19:57
37.467841,127.027304,양재1동,grid_0,,,2024-10-08 16:54:01
37.467841,127.027304,양재1동,grid_2,,,2025-04-19 10:46:19
37.467841,127.027304,양재1동,grid_cover,,,2025-03-05 05:22:56
37.466786,127.014553,양재1동,grid_0,,,2024-12-09 19:44:29
37.466786,127.014553,양재1동,grid_0,,,2024-12-18 05:56:11
37.466786,127.014553,양재1동,grid_0,,,2025-06-20 22:55:32
37.466786,127.014553,양재1동,grid_0,,,2025-02-07 20:53:44
37.466786,127.014553,양재1동,grid_2,,,2024-11-25 04:21:25
37.462933,126.991358,방배2동,grid_cover,,,2024-11-27 21:16:31
37.462933,126.991358,방배2동,grid_0,,,2025-04-29 16:56:20
37.462933,126.991358,방배2동,grid_2,,,2025-04-27 04:36:07
37.462933,126.991358,방배2동,grid_1,,,2024-09-14 08:25:06
37.462933,126.991358,방배2동,grid_2,,,2024-11-28 03:18:43
37.486572,126.996114,방배1동,grid_2,,,2025-02-06 07:19:34
37.486572,126.996114,방배1동,grid_cover,,,2025-01-25 23:47:51
37.486572,126.996114,방배1동,grid_0,,,2025-02-23 12:03:41
37.486572,126.996114,방배1동,grid_1,,,2025-07-27 16:59:52
37.486572,126.996114,방배1동,grid_2,,,2024-12-22 00:01:13
37.467824,127.057469,내곡동,grid_2,,,2025-04-02 00:10:27
37.467824,127.057469,내곡동,grid_0,,,2025-05-27 04:18:01
37.467824,127.057469,내곡동,grid_cover,,,2024-10-01 06:44:34
37.467824,127.057469,내곡동,grid_2,,,2024-11-24 12:37:13
37.467824,127.057469,내곡동,grid_cover,,,2025-04-27 20:04:54
37.469006,127.008752,양재1동,grid_1,,,2025-08-08 22:33:26
37.469006,127.008752,양재1동,grid_2,,,2025-04-29 09:08:59
37.469006,127.008752,양재1동,grid_1,,,2024-12-08 04:32:57
37.469006,127.008752,양재1동,grid_0,,,2025-03-18 14:55:36
37.469006,127.008752,양재1동,grid_cover,,,2025-07-02 07:52:22
37.522599,127.010437,잠원동,grid_0,,,2024-10-17 09:14:36
37.522599,127.010437,잠원동,grid_1,,,2025-05-27 19:08:53
37.522599,127.010437,잠원동,grid_2,,,2025-02-02 09:09:49
37.522599,127.010437,잠원동,grid_2,,,2025-03-25 06:09:09
37.522599,127.010437,잠원동,grid_0,,,2025-05-12 11:48:23
37.461355,127.012157,양재1동,grid_2,,,2025-01-29 07:06:41
37.461355,127.012157,양재1동,grid_1,,,2024-09-21 17:52:28
37.461355,127.012157,양재1동,grid_0,,,2024-11-16 15:10:44
37.461355,127.012157,양재1동,grid_0,,,2025-02-07 11:46:00
37.461355,127.012157,양재1동,grid_0,,,2025-07-25 23:35:53
37.482127,127.016675,서초3동,grid_0,,,2024-12-01 02:20:27
37.482127,127.016675,서초3동,grid_0,,,2024-09-16 21:01:40
37.482127,127.016675,서초3동,grid_0,,,2025-09-05 16:07:32
37.482127,127.016675,서초3동,grid_cover,,,2025-01-20 09:12:24
37.482127,127.016675,서초3동,grid_2,,,2025-03-02 21:35:28
37.468127,127.052279,내곡동,grid_2,,,2025-01-15 22:20:07
37.468127,127.052279,내곡동,grid_0,,,2025-04-16 20:24:46
37.468127,127.052279,내곡동,grid_cover,,,2025-08-16 12:00:42
37.468127,127.052279,내곡동,grid_1,,,2025-02-21 06:37:09
37.468127,127.052279,내곡동,grid_cover,,,2024-09-11 14:17:37
37.476953,127.00171,방배3동,grid_2,,,2025-02-26 08:10:51
37.476953,127.00171,방배3동,grid_2,,,2025-06-13 01:29:24
37.476953,127.00171,방배3동,grid_cover,,,2024-12-30 17:14:40
37.476953,127.00171,방배3동,grid_2,,,2025-01-18 17:16:35
37.476953,127.00171,방배3동,grid_1,,,2025-04-07 17:43:36
